Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie
03/03/2020,5668,5668,5668,5668
04/03/2020,5694.5,5694.5,5694.5,5694.5
05/03/2020,5667.5,5667.5,5667.5,5667.5
06/03/2020,5624,5624,5624,5624
09/03/2020,5483,5483,5483,5483
10/03/2020,5598,5598,5598,5598
11/03/2020,5552,5552,5552,5552
12/03/2020,5386.5,5386.5,5386.5,5386.5
13/03/2020,5530.5,5530.5,5530.5,5530.5
16/03/2020,5211,5211,5211,5211
17/03/2020,5205,5205,5205,5205
18/03/2020,4860.5,4860.5,4860.5,4860.5
19/03/2020,4685,4685,4685,4685
20/03/2020,4855,4855,4855,4855
23/03/2020,4617.5,4617.5,4617.5,4617.5
24/03/2020,4789.5,4789.5,4789.5,4789.5
25/03/2020,4754,4754,4754,4754
26/03/2020,4775.5,4775.5,4775.5,4775.5
27/03/2020,4774,4774,4774,4774
30/03/2020,4763,4763,4763,4763
31/03/2020,4797,4797,4797,4797
01/04/2020,4772,4772,4772,4772
02/04/2020,4821.5,4821.5,4821.5,4821.5
03/04/2020,4863.5,4863.5,4863.5,4863.5
06/04/2020,4867,4867,4867,4867
07/04/2020,5067.5,5067.5,5067.5,5067.5
08/04/2020,4976,4976,4976,4976
09/04/2020,4963.5,4963.5,4963.5,4963.5
14/04/2020,5119,5119,5119,5119
15/04/2020,5054.5,5054.5,5054.5,5054.5
16/04/2020,5098.5,5098.5,5098.5,5098.5
17/04/2020,5175.5,5175.5,5175.5,5175.5
20/04/2020,5169.5,5169.5,5169.5,5169.5
21/04/2020,4994.5,4994.5,4994.5,4994.5
22/04/2020,5034,5034,5034,5034
23/04/2020,5120.5,5120.5,5120.5,5120.5
24/04/2020,5118,5118,5118,5118
27/04/2020,5165.5,5165.5,5165.5,5165.5
28/04/2020,5169.5,5169.5,5169.5,5169.5
29/04/2020,5184,5184,5184,5184
30/04/2020,5231,5231,5231,5231
01/05/2020,5061,5061,5061,5061
04/05/2020,5058,5058,5058,5058
05/05/2020,5111.5,5111.5,5111.5,5111.5
06/05/2020,5199.5,5199.5,5199.5,5199.5
07/05/2020,5227.5,5227.5,5227.5,5227.5
08/05/2020,5227.5,5227.5,5227.5,5227.5
11/05/2020,5231,5231,5231,5231
12/05/2020,5234,5234,5234,5234
13/05/2020,5212.5,5212.5,5212.5,5212.5
14/05/2020,5155.5,5155.5,5155.5,5155.5
15/05/2020,5165,5165,5165,5165
18/05/2020,5249.5,5249.5,5249.5,5249.5
19/05/2020,5314,5314,5314,5314
20/05/2020,5333,5333,5333,5333
21/05/2020,5387,5387,5387,5387
22/05/2020,5242.5,5242.5,5242.5,5242.5
26/05/2020,5341.5,5341.5,5341.5,5341.5
27/05/2020,5308.5,5308.5,5308.5,5308.5
28/05/2020,5278.5,5278.5,5278.5,5278.5
29/05/2020,5332.5,5332.5,5332.5,5332.5
01/06/2020,5376.5,5376.5,5376.5,5376.5
02/06/2020,5463,5463,5463,5463
03/06/2020,5499,5499,5499,5499
04/06/2020,5452.5,5452.5,5452.5,5452.5
05/06/2020,5588,5588,5588,5588
08/06/2020,5659,5659,5659,5659
09/06/2020,5680.5,5680.5,5680.5,5680.5
10/06/2020,5801,5801,5801,5801
11/06/2020,5801.5,5801.5,5801.5,5801.5
12/06/2020,5785.5,5785.5,5785.5,5785.5
15/06/2020,5646,5646,5646,5646
16/06/2020,5759.5,5759.5,5759.5,5759.5
17/06/2020,5734,5734,5734,5734
18/06/2020,5799,5799,5799,5799
19/06/2020,5835.5,5835.5,5835.5,5835.5
22/06/2020,5825,5825,5825,5825
23/06/2020,5895,5895,5895,5895
24/06/2020,5871,5871,5871,5871
25/06/2020,5880.5,5880.5,5880.5,5880.5
26/06/2020,5985.5,5985.5,5985.5,5985.5
29/06/2020,5957,5957,5957,5957
30/06/2020,6038,6038,6038,6038
01/07/2020,6016.5,6016.5,6016.5,6016.5
02/07/2020,6080,6080,6080,6080
03/07/2020,6022.5,6022.5,6022.5,6022.5
06/07/2020,6112,6112,6112,6112
07/07/2020,6086,6086,6086,6086
08/07/2020,6194,6194,6194,6194
09/07/2020,6339.5,6339.5,6339.5,6339.5
10/07/2020,6322.5,6322.5,6322.5,6322.5
13/07/2020,6545,6545,6545,6545
